GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
100129480	3	12539717	12561056	47	9	487374	0.88171	0.18897	MKRN2OS
23609	3	12557014	12583713	58	10	487210	0.47881	0.31604	MKRN2
5894	3	12583601	12664201	171	16	486859	0.18196	0.42781	RAF1
55287	3	12733530	12769457	99	18	486343	-0.87376	0.80888	TMEM40
23066	3	12796653	12834818	115	23	486772	-1.0781	0.8595	CAND2
6161	3	12834945	12841582	24	4	486974	0.70478	0.24047	RPL32
105376955	3	12882360	12885099	9	4	487322	-0.40744	0.65816	LOC105376955
9922	3	12897043	13282998	1128	133	487003	1.4417	0.074693	IQSEC1
23225	3	13316230	13420319	296	16	487088	-0.34557	0.63517	NUP210
79885	3	13480171	13506424	67	19	486935	-0.41363	0.66043	HDAC11
2199	3	13549125	13638422	290	40	486801	1.4653	0.071416	FBLN2
7476	3	13818217	13880121	177	29	487078	0.14653	0.44175	WNT7A
131474	3	14112077	14124871	19	5	487431	0.6229	0.26668	CHCHD4
79188	3	14124940	14143680	39	11	487088	-1.0974	0.86377	TMEM43
7508	3	14145147	14178672	64	14	487159	-0.73475	0.76876	XPC
27258	3	14178728	14198369	26	6	486655	-0.21726	0.586	LSM3
6533	3	14402576	14489349	205	39	486783	0.34937	0.3634	SLC6A6
80852	3	14489111	14602996	355	45	487045	-1.064	0.85633	GRIP2
51244	3	14651746	14672659	51	6	487303	-2.3568	0.99078	CCDC174
84077	3	14674225	14773036	233	36	487052	-1.1978	0.8845	C3orf20
152273	3	14818962	14934565	444	31	487157	-0.18187	0.57216	FGD5
7182	3	14947584	15049279	148	21	486587	0.38368	0.35061	NR2C2
64432	3	15042251	15065311	30	8	486534	0.63714	0.26202	MRPS25
64145	3	15070069	15099157	49	4	487099	-0.74554	0.77203	RBSN
23473	3	15206226	15252916	38	13	487227	-0.14984	0.55956	CAPN7
9467	3	15254353	15341394	207	40	487137	1.3196	0.093485	SH3BP5
131965	3	15381063	15427547	98	12	486617	-0.21168	0.58382	METTL6
85403	3	15427557	15442613	21	8	486689	0.2847	0.38794	EAF1
8292	3	15450133	15521751	194	22	487097	-2.5682	0.99489	COLQ
26061	3	15560704	15601852	57	15	487113	-0.058494	0.52332	HACL1
686	3	15601352	15647642	75	12	487121	0.063014	0.47488	BTD
23243	3	15667236	15859555	325	14	486986	1.7102	0.04361	ANKRD28
117248	3	16174579	16246333	207	39	487186	-0.51041	0.69512	GALNT15
285381	3	16257061	16264989	23	5	487486	0.56888	0.28472	DPH3
92106	3	16265160	16386979	343	35	487208	0.056554	0.47745	OXNAD1
23180	3	16315845	16513715	525	57	487170	1.8739	0.03047	RFTN1
1618	3	16586792	16605499	66	10	487258	0.54524	0.29279	DAZL
23228	3	16884959	17090606	401	27	486665	-1.4736	0.92971	PLCL2
9779	3	17157162	17742739	1125	16	486592	-0.2757	0.60861	TBC1D5
339862	3	17962572	18268922	521	31	486967	0.082278	0.46721	LOC339862
6304	3	18345806	18445588	185	28	484434	-0.40401	0.6569	SATB1
131096	3	19147093	19535643	469	54	486620	0.29661	0.38338	KCNH8
151651	3	19879472	19947456	189	20	487060	-0.29655	0.61659	EFHB
5868	3	19947080	19985175	122	16	486870	-1.0125	0.84435	RAB5A
151649	3	19979961	20012780	101	14	487252	-0.50541	0.69336	PP2D1
8850	3	20040032	20154404	388	29	487274	0.46719	0.32018	KAT2B
151648	3	20159046	20188131	77	10	487242	0.29843	0.38269	SGOL1
79750	3	21412222	22372641	3711	219	486807	-1.3869	0.91727	ZNF385D
100505877	3	23195070	23203045	17	5	487511	0.84657	0.19862	UBE2E2-AS1
7325	3	23203007	23590805	1088	25	486784	1.2497	0.1057	UBE2E2
7324	3	23805893	23891640	145	20	487070	-1.781	0.96254	UBE2E1
28512	3	23892081	23917046	46	9	486564	-0.60125	0.72616	NKIRAS1
6138	3	23916804	23923696	10	4	487360	-0.70268	0.75887	RPL15
9975	3	23945260	23980618	82	13	486470	-0.9968	0.84057	NR1D2
7068	3	24117153	24495281	932	117	486843	1.0064	0.15712	THRB
5915	3	25174332	25597932	1433	93	486898	-1.3694	0.91457	RARB
7155	3	25597905	25664905	108	11	487101	-0.89996	0.81593	TOP2B
55768	3	25718944	25790039	104	8	486210	-0.94062	0.82655	NGLY1
54995	3	25790072	25794534	5	2	485796	-0.5141	0.69641	OXSM
116135	3	26622809	26710776	200	29	486936	1.7502	0.040038	LRRC3B
152110	3	27107336	27369460	690	24	486864	0.97918	0.16375	NEK10
9497	3	27372721	27484420	312	19	487265	1.1395	0.12724	SLC4A7
8320	3	27715949	27722715	9	4	485501	0.89319	0.18588	EOMES
152100	3	28241589	28319776	133	17	487111	0.30919	0.37859	CMC1
64343	3	28322353	28349424	24	6	486997	-1.0071	0.84306	AZI2
152098	3	28349149	28525142	230	19	485105	-1.0348	0.84961	ZCWPW2
27303	3	29280860	30010395	2386	148	487002	0.48126	0.31517	RBMS3
7048	3	30606493	30694142	233	41	487368	1.0925	0.13732	TGFBR2
339896	3	30726200	30894661	497	41	487079	-0.91552	0.82004	GADL1
201595	3	31532501	31637622	165	19	483733	-0.25966	0.60244	STT3B
114884	3	31660825	31981850	927	105	484562	-0.17754	0.57046	OSBPL10
344787	3	31981774	31991736	34	6	486555	-0.88688	0.81243	ZNF860
23171	3	32106511	32168715	207	19	486792	0.65043	0.25771	GPD1L
152189	3	32238679	32370321	416	72	485571	-0.20247	0.58023	CMTM8
112616	3	32391671	32454841	196	28	486948	0.95497	0.1698	CMTM7
54918	3	32481312	32502911	40	11	486931	0.5333	0.29691	CMTM6
51143	3	32525971	32570874	77	14	487184	-0.33198	0.63005	DYNC1LI1
25904	3	32685145	32773875	295	19	486922	1.4641	0.071589	CNOT10
105377021	3	32814869	32817341	3	2	487007	-0.10985	0.54374	LOC105377021
131405	3	32818018	32892279	142	28	486481	-0.24121	0.59531	TRIM71
1233	3	32951574	32954911	3	2	487511	0.52577	0.29952	CCR4
2720	3	32996608	33097202	300	26	487000	-0.80613	0.78992	GLB1
643853	3	33090416	33096801	4	2	487511	0.61073	0.27069	TMPPE
10491	3	33113958	33147773	65	11	486999	0.44162	0.32938	CRTAP
26032	3	33150045	33219215	223	25	486897	1.3655	0.086041	SUSD5
25827	3	33277442	33403554	242	25	486583	-1.436	0.9245	FBXL2
7342	3	33388336	33440813	116	14	487190	-0.97297	0.83472	UBP1
23122	3	33496245	33718356	306	24	486943	-1.6374	0.94923	CLASP2
10015	3	33798571	33869707	195	11	487091	0.99761	0.15923	PDCD6IP
10777	3	35639174	35794496	270	27	487296	0.18295	0.42742	ARPP21
6769	3	36380424	36548011	593	36	487159	-0.17779	0.57055	STAC
85443	3	36712422	36764204	85	20	487210	-0.50687	0.69388	DCLK3
9881	3	36826817	36990981	295	24	487035	4.0926	2.1326e-05	TRANK1
9852	3	36985866	36993304	7	2	487511	3.4973	0.00023501	EPM2AIP1
4292	3	36993350	37050846	94	11	487126	3.6283	0.00014267	MLH1
9209	3	37052626	37176817	193	12	485050	3.7436	9.0697e-05	LRRFIP2
105377132	3	37175864	37196722	36	8	486989	3.809	6.9767e-05	LOC105377132
2803	3	37243191	37366879	207	15	487036	2.2417	0.01249	GOLGA4
339883	3	37386269	37435497	79	15	486801	3.037	0.0011948	C3orf35
3680	3	37452322	37819790	845	72	486934	0.4464	0.32765	ITGA9
10217	3	37862178	37984469	211	28	487202	1.9448	0.0259	CTDSPL
50853	3	37987975	38007185	47	6	487001	0.60322	0.27318	VILL
5333	3	38007496	38029663	69	13	487079	1.808	0.035306	PLCD1
9940	3	38038605	38122737	196	15	485651	1.0947	0.13683	DLEC1
30	3	38122710	38137242	15	4	487158	0.93026	0.17612	ACAA1
4615	3	38138478	38143022	2	1	487511	1.9348	0.026509	MYD88
9943	3	38165260	38255488	102	16	487101	2.3055	0.01057	OXSR1
9390	3	38265807	38278315	15	2	487511	1.2805	0.10018	SLC22A13
9389	3	38281430	38318522	151	8	487280	1.5818	0.056842	SLC22A14
9942	3	38346760	38453041	286	18	485321	-0.74621	0.77223	XYLB
93	3	38454299	38493142	70	7	487270	-0.20581	0.58153	ACVR2B
9941	3	38496127	38526305	60	7	487363	0.40444	0.34294	EXOG
6331	3	38548058	38649673	243	49	487239	-0.4208	0.66305	SCN5A
6336	3	38696891	38794010	284	26	487226	1.0584	0.14493	SCN10A
11280	3	38845769	38953651	217	23	486760	1.0484	0.14723	SCN11A
105377643	3	38950448	39052002	258	20	487173	0.54499	0.29288	LOC105377643
57599	3	39051986	39096671	114	17	486853	0.87433	0.19097	WDR48
64689	3	39096599	39108363	30	9	487158	0.30063	0.38185	GORASP1
199223	3	39107661	39138994	97	14	486988	0.0823	0.4672	TTC21A
64651	3	39141851	39154597	25	6	487047	1.3846	0.083094	CSRNP1
165904	3	39183215	39192620	17	7	487033	-1.5365	0.9378	XIRP1
1524	3	39263494	39281735	52	16	487074	-0.91264	0.81928	CX3CR1
1237	3	39329706	39333680	2	1	487039	-0.57507	0.71738	CCR8
54977	3	39383324	39397328	38	10	478991	-1.3248	0.90739	SLC25A38
3921	3	39406689	39412542	27	3	484943	-0.75921	0.77614	RPSA
4336	3	39467573	39529497	243	9	487291	-0.85263	0.80307	MOBP
25924	3	39808914	40260321	1224	59	485946	1.1345	0.1283	MYRIP
10289	3	40309682	40312424	7	2	487430	0.29456	0.38416	EIF1B
956	3	40387156	40428626	91	7	486510	0.78603	0.21592	ENTPD3
9045	3	40457292	40462372	16	6	485419	0.47139	0.31868	RPL14
285267	3	40477113	40490237	15	5	486004	0.84646	0.19865	ZNF619
253639	3	40504989	40518221	11	4	485145	-1.3371	0.90941	ZNF620
285268	3	40524316	40539794	24	9	484698	-0.22239	0.588	ZNF621
1499	3	41199451	41240448	44	8	487283	1.0991	0.13585	CTNNB1
54986	3	41239987	41962887	1975	44	486164	0.45939	0.32298	ULK4
22906	3	42013802	42225890	501	42	487001	-0.67954	0.7516	TRAK1
885	3	42257826	42266170	20	5	487256	0.03185	0.4873	CCK
131375	3	42360768	42410652	133	26	487174	0.76441	0.22231	LYZL4
7433	3	42489299	42537573	103	23	487061	-0.93231	0.82441	VIPR1
9117	3	42547967	42601080	108	14	486995	0.27195	0.39283	SEC22C
51188	3	42581840	42594998	27	5	486983	0.49626	0.30985	SS18L2
4820	3	42600655	42648741	106	11	487211	0.96884	0.16631	NKTR
92999	3	42653684	42667580	30	7	486727	0.72321	0.23478	ZBTB47
131377	3	42685519	42692446	7	4	487295	-0.077233	0.53078	KLHL40
57467	3	42692663	42702848	17	5	487244	-0.65529	0.74386	HHATL
152206	3	42704118	42773253	120	13	487090	0.0014856	0.49941	CCDC13
25994	3	42782908	42804535	38	10	486610	-0.35488	0.63866	HIGD1A
1238	3	42809472	42867283	102	15	487124	1.0502	0.14682	ACKR2
1582	3	42872192	42876141	7	3	487511	0.41388	0.33948	CYP8B1
389114	3	42905910	42919333	18	4	486835	1.6919	0.045331	ZNF662
100506243	3	42936342	42942792	4	2	487133	1.113	0.13286	KRBOX1
729085	3	42979267	43057715	186	19	486778	1.1091	0.13369	FAM198A
84892	3	43079229	43106083	39	9	487160	-0.80403	0.78931	POMGNT2
54861	3	43286512	43351143	59	17	486074	0.11529	0.45411	SNRK
55129	3	43366326	43691594	548	30	486558	0.47282	0.31817	ANO10
51099	3	43690883	43722725	68	9	486679	0.72773	0.23339	ABHD5
375337	3	44241886	44336610	168	13	487191	1.755	0.039631	TOPAZ1
285343	3	44338119	44409448	123	15	487179	1.4352	0.075617	TCAIM
353274	3	44439770	44477670	49	11	486958	-0.26754	0.60547	ZNF445
285346	3	44498970	44510640	6	3	485767	1.6105	0.053643	ZNF852
55888	3	44555175	44583464	75	10	485884	0.72777	0.23338	ZKSCAN7
285349	3	44584849	44599699	14	5	486998	0.44615	0.32774	ZNF660
10168	3	44625019	44648471	34	7	486510	0.75004	0.22662	ZNF197
7584	3	44648741	44660791	8	5	486944	0.90894	0.18169	ZNF35
101928592	3	44680777	44685782	6	3	487070	1.836	0.033179	LOC101928592
91392	3	44712643	44723831	32	4	486794	1.3155	0.094178	ZNF502
115560	3	44729606	44737083	14	4	487079	-0.17205	0.5683	ZNF501
57456	3	44748744	44761697	11	4	487202	0.48403	0.31418	KIAA1143
56992	3	44761714	44868656	99	15	486499	0.16578	0.43416	KIF15
131616	3	44861723	44865667	1	1	487511	-0.29368	0.6155	TMEM42
7047	3	44874592	44914601	145	13	486804	0.57829	0.28153	TGM4
51304	3	44915261	44976182	78	12	486861	-0.00083851	0.50033	ZDHHC3
23016	3	44976230	45012668	66	10	486715	-0.31553	0.62382	EXOSC7
7123	3	45026267	45036071	30	3	487035	-0.12669	0.55041	CLEC3B
64866	3	45082274	45146422	190	56	486724	-1.5084	0.93428	CDCP1
25907	3	45224464	45226322	5	2	482367	0.42053	0.33705	TMEM158
23395	3	45388561	45548842	316	24	484438	1.3215	0.093171	LARS2
8994	3	45594188	45681263	256	16	487338	2.1304	0.01657	LIMD1
22908	3	45689262	45745409	172	9	487101	1.4281	0.076627	SACM1L
54716	3	45755449	45796561	77	24	487210	1.7262	0.042157	SLC6A20
54585	3	45823316	45915724	157	25	487282	-0.44717	0.67262	LZTFL1
10803	3	45886504	45903177	31	8	487218	0.58021	0.28089	CCR9
79443	3	45917899	45995824	187	19	487117	0.56018	0.28768	FYCO1
10663	3	45940399	45948354	14	4	487079	0.6595	0.25479	CXCR6
2829	3	46020799	46027487	12	2	487511	0.64697	0.25883	XCR1
1230	3	46201709	46208341	10	2	484565	-0.53592	0.70399	CCR1
1232	3	46210695	46266706	163	15	485570	-0.15021	0.5597	CCR3
729230	3	46353744	46360940	17	4	487422	0.85863	0.19527	CCR2
1234	3	46370142	46376206	15	3	487410	0.48891	0.31245	CCR5
9034	3	46407166	46409523	7	3	487295	-0.70873	0.76076	CCRL2
4057	3	46436005	46465142	99	13	487340	2.2631	0.011814	LTF
83597	3	46497995	46500949	8	2	487322	0.0041094	0.49836	RTP3
79442	3	46515385	46580060	222	24	487117	1.0181	0.15433	LRRC2
6997	3	46574555	46582463	34	5	487214	0.23931	0.40543	TDGF1
100132146	3	46612435	46626543	58	12	487076	0.16195	0.43567	LOC100132146
259173	3	46668995	46693704	72	12	487364	0.45723	0.32375	ALS2CL
259236	3	46693842	46710923	39	11	486721	0.58295	0.27996	TMIE
29122	3	46712116	46717883	20	8	487256	1.1435	0.12641	PRSS50
100287362	3	46719583	46736431	57	4	487448	0.060623	0.47583	PRSS46
377047	3	46742091	46744755	14	1	487511	-0.086144	0.53432	PRSS45
100288960	3	46753043	46812420	12	4	452806	-0.66995	0.74856	PRSS43
339906	3	46830404	46834095	6	2	487511	0.55323	0.29005	PRSS42
4634	3	46857867	46863483	12	3	486909	1.5827	0.056743	MYL3
5745	3	46877717	46903799	37	9	486665	1.1243	0.13044	PTH1R
151903	3	46921730	46982018	72	11	486890	0.3011	0.38167	CCDC12
23218	3	46979683	47009704	42	8	486811	0.80521	0.21035	NBEAL2
29072	3	47016408	47163977	165	14	486802	0.38121	0.35153	SETD2
64147	3	47228026	47282847	62	12	486885	0.56528	0.28594	KIF9
23276	3	47282840	47346816	56	13	486440	0.99954	0.15877	KLHL18
25930	3	47380982	47413441	31	5	487042	0.19219	0.4238	PTPN23
22937	3	47413694	47477126	51	8	486782	0.85422	0.19649	SCAP
54859	3	47495640	47513722	24	7	486316	1.0602	0.14453	ELP6
10675	3	47562238	47580240	19	4	487173	0.054198	0.47839	CSPG5
6599	3	47585888	47781915	202	15	486349	0.40279	0.34355	SMARCC1
22907	3	47802909	47850196	31	6	487005	-1.2163	0.88806	DHX30
4134	3	47850690	48089279	200	16	486723	1.045	0.14802	MAP4
993	3	48157178	48188658	29	8	487061	0.98595	0.16208	CDC25A
820	3	48223347	48225491	1	1	485999	-0.07351	0.5293	CAMP
51385	3	48241106	48270990	35	6	486932	0.60267	0.27336	ZNF589
10201	3	48292317	48302246	18	2	486951	0.063938	0.47451	NME6
646424	3	48306846	48328341	33	2	487402	-0.37539	0.64631	SPINK8
285231	3	48372175	48394791	33	2	475024	0.2775	0.3907	FBXW12
5364	3	48403854	48430324	24	6	486040	0.60979	0.271	PLXNB1
105377133	3	48424610	48429742	6	3	487164	0.6303	0.26425	LOC105377133
79714	3	48432170	48441078	13	3	487133	0.5727	0.28342	CCDC51
51372	3	48440276	48444129	7	1	317673	0.36967	0.35581	TMA7
84126	3	48446710	48465655	16	4	487074	0.38662	0.34952	ATRIP
11277	3	48465520	48467645	3	2	487511	-0.014103	0.50563	TREX1
51246	3	48467798	48504826	41	8	486954	-0.92986	0.82378	SHISA5
5210	3	48517684	48562774	45	10	486964	0.73059	0.23252	PFKFB4
90226	3	48561718	48563768	5	3	486306	1.3111	0.09492	UCN2
1294	3	48564073	48595302	28	9	486807	1.3823	0.083438	COL7A1
7384	3	48598999	48609665	9	4	487343	0.68162	0.24774	UQCRC1
440955	3	48620842	48621756	3	2	487007	-0.12356	0.54917	TMEM89
65010	3	48625723	48635493	13	2	485777	-0.64845	0.74165	SLC26A6
1951	3	48636463	48662915	22	3	487364	0.10843	0.45683	CELSR3
51517	3	48673839	48685933	18	5	485012	-0.58899	0.72207	NCKIPSD
51447	3	48688003	48717278	42	6	487385	1.2134	0.11249	IP6K2
5576	3	48744601	48847837	62	10	487156	1.5176	0.064558	PRKAR2A
788	3	48856923	48898993	38	7	486791	1.6816	0.046319	SLC25A20
646450	3	48917788	48919385	2	1	483224	1.815	0.034765	ARIH2OS
10425	3	48918821	48985541	51	10	487285	1.5005	0.066739	ARIH2
54681	3	48989100	49007149	11	4	487288	1.1978	0.11549	P4HTM
11180	3	49007204	49015953	5	2	487209	1.2785	0.10054	WDR6
55152	3	49015488	49021386	4	2	487369	1.491	0.067981	DALRD3
3615	3	49024325	49029701	5	3	486793	1.7347	0.041393	IMPDH2
54870	3	49029707	49094071	49	11	487123	1.4042	0.080134	QRICH1
5859	3	49095932	49105129	7	2	487376	1.5827	0.05674	QARS
10869	3	49108046	49120938	9	3	485375	1.1079	0.13395	USP19
3913	3	49121114	49133166	12	7	486989	1.8798	0.030067	LAMB2
64925	3	49162535	49166352	2	1	487511	0.0080441	0.49679	CCDC71
200942	3	49171120	49176486	7	2	487511	0.49806	0.30922	KLHDC8B
646498	3	49177539	49192181	18	4	487259	-0.16227	0.56445	C3orf84
339834	3	49198428	49258157	71	10	486898	0.63677	0.26214	CCDC36
375341	3	49268597	49277075	10	4	487341	1.337	0.090608	C3orf62
7375	3	49277144	49340103	53	9	487139	0.70716	0.23973	USP4
2876	3	49357176	49358358	2	1	487511	-0.99516	0.84017	GPX1
387	3	49359136	49412093	74	10	487116	-0.2514	0.59925	RHOA
6988	3	49412206	49416476	7	3	487079	0.73419	0.23142	TCTA
275	3	49416778	49422678	8	2	487322	-1.8883	0.97051	AMT
84276	3	49422333	49429324	8	4	487322	0.27636	0.39113	NICN1
1605	3	49468703	49535618	91	10	486922	-1.0011	0.8416	DAG1
8927	3	49554489	49671549	132	14	487203	-1.5167	0.93533	BSN
327	3	49673130	49683504	7	3	487430	0.11999	0.45225	APEH
4485	3	49683947	49689528	6	3	487259	0.47695	0.3167	MST1
63891	3	49689143	49721529	47	9	487127	-0.44283	0.67105	RNF123
386724	3	49716834	49719805	1	1	487511	-0.40483	0.6572	AMIGO3
29925	3	49721476	49723974	1	1	486943	1.8565	0.03169	GMPPB
9807	3	49724295	49786540	79	10	486858	0.26366	0.39602	IP6K1
389118	3	49790732	49803164	17	7	487266	-0.069921	0.52787	CDHR4
389119	3	49803233	49805033	1	1	486943	-0.40239	0.6563	FAM212A
7318	3	49805205	49813958	6	2	487511	-0.89919	0.81572	UBA7
10293	3	49828595	49856564	31	5	487149	-0.35664	0.63932	TRAIP
79012	3	49857981	49869955	11	3	487459	1.1797	0.11905	CAMKV
4486	3	49886981	49903873	19	4	486950	1.4013	0.080562	MST1R
84315	3	49908869	49930357	22	6	487236	1.4839	0.068918	MON1A
10180	3	49940038	50077252	200	13	486732	1.2212	0.11101	RBM6
10181	3	50088908	50118964	25	6	487055	1.3953	0.081468	RBM5
6405	3	50155063	50189075	56	10	487288	1.0337	0.15064	SEMA3F
2779	3	50191610	50197696	4	2	485368	-0.085397	0.53403	GNAT1
10991	3	50205246	50220979	19	6	486841	0.80179	0.21134	SLC38A3
2771	3	50226688	50259354	34	10	486959	1.2762	0.10094	GNAI2
7869	3	50267558	50277171	6	3	487354	1.4916	0.067899	SEMA3B
132228	3	50277915	50288114	5	1	487511	1.8566	0.031686	LSMEM2
7866	3	50287732	50292595	3	2	487322	2.7928	0.0026128	IFRD2
8372	3	50292828	50299468	6	4	487070	0.42619	0.33499	HYAL3
24142	3	50296402	50299421	3	2	486628	-0.36917	0.644	NAT6
3373	3	50299889	50312419	15	6	485494	2.403	0.0081314	HYAL1
8692	3	50317790	50322850	2	1	487511	-0.48677	0.68679	HYAL2
11334	3	50324909	50328238	3	2	486503	1.5864	0.056324	TUSC2
11186	3	50329786	50340936	11	3	487374	1.625	0.052082	RASSF1
51364	3	50341106	50346028	3	1	487511	1.6174	0.052898	ZMYND10
10641	3	50347487	50351055	1	1	487511	2.1299	0.01659	NPRL2
11068	3	50350695	50368197	12	6	486456	1.2605	0.10375	CYB561D2
11070	3	50354749	50359508	3	2	486503	1.0445	0.14812	TMEM115
9254	3	50362613	50504244	234	22	486422	2.6693	0.0038004	CACNA2D2
51161	3	50558025	50574002	17	5	487065	2.3207	0.010153	C3orf18
51409	3	50569180	50589050	18	4	486982	2.4318	0.007512	HEMK1
1154	3	50606454	50611831	8	3	486058	1.6841	0.046086	CISH
7867	3	50611862	50649297	48	8	486666	2.4585	0.0069761	MAPKAPK3
1795	3	50674969	51384198	1095	16	486437	2.7732	0.0027751	DOCK3
7873	3	51385237	51389397	5	1	487397	0.61019	0.27087	MANF
29890	3	51391268	51397908	7	4	486944	1.38	0.083788	RBM15B
9730	3	51395867	51505618	122	14	486592	1.4864	0.068589	VPRBP
23132	3	51538683	51668660	88	22	486671	1.8094	0.035195	RAD54L2
51368	3	51671175	51704323	33	14	486988	2.0304	0.02116	TEX264
2912	3	51707033	51718616	7	4	486809	2.2036	0.013777	GRM2
440956	3	51778561	51779773	2	1	487227	0.85093	0.1974	IQCF6
401067	3	51826883	51830858	7	1	487024	0.14899	0.44078	IQCF3
389123	3	51861629	51863424	4	2	486613	-0.42612	0.66499	IQCF2
389124	3	51873721	51875584	1	1	486943	0.29316	0.3847	IQCF5
132141	3	51894876	51903370	18	4	487259	1.6249	0.052089	IQCF1
9136	3	51933426	51941941	15	5	486161	1.8536	0.031895	RRP9
10039	3	51942287	51948867	7	3	486296	2.0035	0.02256	PARP3
118442	3	51955314	51957504	5	3	482953	0.93993	0.17363	GPR62
57060	3	51957454	51967466	7	2	486215	2.0332	0.021019	PCBP4
84836	3	51968510	51974630	3	2	482944	1.1317	0.12889	ABHD14B
25864	3	51975026	51981200	7	5	487160	1.1406	0.12702	ABHD14A
95	3	51983284	51989202	8	3	486873	1.5742	0.057721	ACY1
6159	3	51993628	51995942	3	2	486188	0.8214	0.20571	RPL29
1849	3	52048919	52056445	5	3	487095	-0.048083	0.51918	DUSP7
25886	3	52075233	52154690	85	11	487211	0.10483	0.45826	POC1A
211	3	52198083	52214327	12	2	486797	-0.29526	0.6161	ALAS1
54106	3	52221080	52226163	3	1	487322	-0.34898	0.63645	TLR9
11344	3	52228610	52239167	20	7	487435	-0.40716	0.65806	TWF2
132160	3	52245725	52250599	3	1	487007	0.16954	0.43269	PPM1M
80335	3	52254422	52287876	49	10	487276	-0.39437	0.65335	WDR82
132158	3	52287820	52295256	11	3	487511	0.086965	0.46535	GLYCTK
25981	3	52316319	52400497	94	9	487202	0.029329	0.4883	DNAH1
8314	3	52401004	52410105	5	3	486055	-0.36618	0.64289	BAP1
51533	3	52410558	52423641	12	6	487385	0.34757	0.36408	PHF7
56920	3	52433252	52445027	12	6	487385	0.21609	0.41446	SEMA3G
7134	3	52451091	52454041	2	1	487511	-0.31428	0.62335	TNNC1
11188	3	52455508	52493072	61	5	487298	0.7879	0.21538	NISCH
23166	3	52495338	52524495	45	13	487032	-0.63078	0.73591	STAB1
64943	3	52524369	52535077	24	4	487043	0.20897	0.41724	NT5DC2
440957	3	52535986	52540570	9	3	487259	0.19269	0.4236	SMIM4
55193	3	52545352	52685898	252	10	487247	0.52715	0.29904	PBRM1
26354	3	52685920	52694497	10	2	487397	0.61437	0.26949	GNL3
55830	3	52694484	52706083	13	3	487424	0.71912	0.23603	GLT8D1
28972	3	52705841	52708182	3	2	486818	-0.29879	0.61745	SPCS1
6787	3	52710780	52770949	106	10	486941	0.20813	0.41756	NEK4
3697	3	52777586	52792068	27	4	487343	-0.079141	0.53154	ITIH1
3699	3	52794768	52809009	27	9	487125	-0.56572	0.71421	ITIH3
3700	3	52812990	52830701	33	6	487328	-0.31127	0.6222	ITIH4
389125	3	52833115	52835219	7	2	487511	-0.24562	0.59701	MUSTN1
100526772	3	52833115	52897581	122	11	486608	-0.13494	0.55367	TMEM110-MUSTN1
375346	3	52836756	52897581	112	11	486528	-0.11434	0.54551	TMEM110
51460	3	52899982	53046655	241	20	486737	-0.26147	0.60313	SFMBT1
105377135	3	52999045	53048123	77	14	486144	-0.47126	0.68127	LOC105377135
91869	3	53071152	53130459	113	9	487213	-0.84909	0.80209	RFT1
5580	3	53161207	53192717	63	11	487255	0.32316	0.37329	PRKCD
7086	3	53224707	53256114	130	12	487246	1.4828	0.069064	TKT
55802	3	53283423	53347627	95	15	487073	2.6271	0.0043061	DCP1A
776	3	53494976	53813151	661	71	487186	0.14881	0.44085	CACNA1D
55349	3	53816297	53846393	82	21	486667	1.1478	0.12553	CHDH
55540	3	53846550	53865800	57	11	486794	0.59949	0.27442	IL17RB
93973	3	53864931	53882202	50	9	486540	1.0515	0.14652	ACTR8
58515	3	53885199	53891962	20	5	487360	0.76263	0.22284	SELK
55799	3	54122593	55074557	2420	195	486846	1.6637	0.048083	CACNA2D3
57408	3	54918237	54967088	106	16	487110	2.1906	0.014241	LRTM1
7474	3	55465715	55505261	70	17	487127	1.1162	0.13217	WNT5A
26059	3	55508308	56468366	2471	99	486852	3.3022	0.00047956	ERC2
285331	3	56557111	56621836	221	23	484919	1.8087	0.03525	CCDC66
23272	3	56620132	56683242	203	20	487034	1.7858	0.037064	FAM208A
50650	3	56727418	57079308	964	98	486314	2.3768	0.0087319	ARHGEF3
353324	3	57060441	57076068	38	8	487060	1.3156	0.094154	SPATA12
54756	3	57089982	57170317	179	22	487100	2.0115	0.022138	IL17RD
8820	3	57197838	57227632	34	9	487160	1.4457	0.074127	HESX1
26060	3	57227737	57273471	56	11	487138	2.011	0.022162	APPL1
142686	3	57268351	57292720	31	7	487149	2.3627	0.0090703	ASB14
201625	3	57293699	57544344	615	23	486715	0.71781	0.23644	DNAH12
201626	3	57556252	57654979	199	19	486790	2.52	0.0058672	PDE12
378	3	57571363	57597488	56	9	486944	2.4665	0.0068214	ARF4
201627	3	57625454	57693089	118	16	486814	2.1493	0.015806	DENND6A
7871	3	57756221	57930003	216	24	487182	1.712	0.043447	SLMAP
2317	3	58008400	58172255	333	29	487090	1.3196	0.093487	FLNB
105377650	3	58171777	58181840	27	7	486764	2.4866	0.0064489	LOC105377650
1776	3	58192626	58211003	49	9	487062	1.3162	0.09406	DNASE1L3
57406	3	58237506	58294738	177	17	486771	1.9681	0.02453	ABHD6
11102	3	58306245	58320193	42	8	487091	1.311	0.094921	RPP14
54899	3	58332890	58426127	335	17	487320	1.4619	0.07188	PXK
5162	3	58427630	58433852	18	4	487479	0.43527	0.33168	PDHB
200845	3	58492096	58502360	18	6	486338	2.2221	0.013139	KCTD6
